id,component_id,record_time,cpu_usage,mem_usage,network_bandwidth,parent_id
26,3,2024-04-27T15:18:23.025,0.04923482448390615,0.4909188547977086,704.0032590868348,3954
26,3,2024-04-27T15:18:23.025,0.04923482448390615,0.4909188547977086,704.0032590868348,596
29,3,2024-05-14T15:18:23.025,0.16918051061889805,0.8277552839035656,986.5354342525129,4915
29,3,2024-05-14T15:18:23.025,0.16918051061889805,0.8277552839035656,986.5354342525129,2835
474,48,2024-05-05T15:18:23.027,0.4296779336069093,0.07512811948995102,400.8773153108075,3897
474,48,2024-05-05T15:18:23.027,0.4296779336069093,0.07512811948995102,400.8773153108075,2958
964,97,2024-05-06T15:18:23.029,0.019511840905117483,0.6426515862251835,874.7675368393835,1821
1677,168,2024-05-07T15:18:23.032,0.020699010360204495,0.0348307683216077,593.0883373728196,7311
1697,170,2024-05-14T15:18:23.032,0.054597692095996186,0.3278569723568454,115.96286664228494,
1806,181,2024-05-09T15:18:23.033,0.5459982964754262,0.9054356797014554,925.2761415012278,4576
1806,181,2024-05-09T15:18:23.033,0.5459982964754262,0.9054356797014554,925.2761415012278,5781
1950,195,2024-05-03T15:18:23.033,0.8436426308850599,0.763418354381894,970.8846867259116,
2040,204,2024-05-09T15:18:23.034,0.7352681842486103,0.1284059253253368,66.09433715123497,116
2214,222,2024-04-29T15:18:23.034,0.13899101753548992,0.3497810935319131,482.5017950388193,6005
2250,225,2024-04-24T15:18:23.035,0.7979745153099597,0.7977106100423214,668.0367789536103,2083
2250,225,2024-04-24T15:18:23.035,0.7979745153099597,0.7977106100423214,668.0367789536103,438
2453,246,2024-04-29T15:18:23.035,0.08480304760131274,0.11702700323155879,338.71924020744933,
2509,251,2024-05-16T15:18:23.036,0.41640208691260994,0.6977435845479678,485.20174027158475,
2529,253,2024-04-30T15:18:23.036,0.3847035588455743,0.5291067809415907,429.18790071154,
2927,293,2024-04-23T15:18:23.038,0.8982221884137768,0.3518720841498518,462.61531390757733,
3091,310,2024-05-02T15:18:23.038,0.790048459612853,0.053699080825237666,909.5187575521455,1332
3506,351,2024-04-25T15:18:23.040,0.3256143400865622,0.45363895077912264,587.6623346271174,641
3764,377,2024-05-19T15:18:23.041,0.37489233025443136,0.45503539558320627,167.7832989225206,2145
4590,459,2024-05-17T15:18:23.045,0.08613955793122752,0.5834805047086573,455.58418201084874,3543
4590,459,2024-05-17T15:18:23.045,0.08613955793122752,0.5834805047086573,455.58418201084874,3952
4823,483,2024-05-23T15:18:23.046,0.03980212193660959,0.09338923889689799,772.7973968406778,
4894,490,2024-05-07T15:18:23.046,0.7357626131646328,0.14879995752273523,397.3167993495184,
5385,539,2024-04-25T15:18:23.048,0.2954402126329524,0.3059552926232627,619.2177396611128,3378
5409,541,2024-04-27T15:18:23.048,0.04493664808697362,0.308353129212123,218.83424138462874,2678
5556,556,2024-05-13T15:18:23.049,0.06569151226511949,0.767761888388242,294.144219556122,
6721,673,2024-05-23T15:18:23.054,0.8414197409538329,0.41246347096168456,82.97681845601623,
7225,723,2024-05-14T15:18:23.056,0.13098035943927533,0.6262297308576225,597.66854516886,
7279,728,2024-05-02T15:18:23.056,0.03306486526949104,0.9359664272201474,610.3076691433309,3800
7747,775,2024-05-15T15:18:23.058,0.32977330284734296,0.4613455338016731,877.4053112837047,2038
8075,808,2024-05-04T15:18:23.060,0.43888691334691143,0.7173965246136277,40.746704001189144,3943
8440,844,2024-05-07T15:18:23.061,0.5933714292601938,0.46894141306220805,108.86453411097312,
8484,849,2024-05-09T15:18:23.061,0.38266480342540465,0.10965431805082837,976.558081654364,2246
9233,924,2024-05-19T15:18:23.064,0.5206684207754775,0.16595411595428256,150.28898139714545,235
9458,946,2024-05-15T15:18:23.065,0.7695268685699365,0.04317385428837839,481.93243611747494,6890
9715,972,2024-04-28T15:18:23.067,0.49497923975750624,0.4478561534500838,136.49126329961146,4396
9715,972,2024-04-28T15:18:23.067,0.49497923975750624,0.4478561534500838,136.49126329961146,555
9945,995,2024-05-06T15:18:23.068,0.1390944309620803,0.32112886229183035,348.84897566289425,
9968,997,2024-04-25T15:18:23.068,0.7655207220584278,0.8455176329729512,945.71056651058,332
9978,998,2024-05-10T15:18:23.068,0.6014522293286791,0.16017875608039256,486.01142026707845,2110
9978,998,2024-05-10T15:18:23.068,0.6014522293286791,0.16017875608039256,486.01142026707845,649
9978,998,2024-05-10T15:18:23.068,0.6014522293286791,0.16017875608039256,486.01142026707845,979
9978,998,2024-05-10T15:18:23.068,0.6014522293286791,0.16017875608039256,486.01142026707845,209
9978,998,2024-05-10T15:18:23.068,0.6014522293286791,0.16017875608039256,486.01142026707845,1114
65,7,2024-04-30T15:18:23.025,0.6381073023617884,0.6858312291772407,534.5264725290256,755
191,20,2024-05-07T15:18:23.026,0.3707614340408154,0.3048222425953704,345.11187801430486,4774
418,42,2024-05-06T15:18:23.027,0.6277778928546413,0.758864019838105,210.70723986001616,
541,55,2024-04-30T15:18:23.027,0.77271608613411,0.6209976642273393,828.8950193075892,6276
558,56,2024-04-24T15:18:23.027,0.9234135718353381,0.8697302374016949,919.2337542827973,
1010,101,2024-04-26T15:18:23.029,0.6735222592713263,0.677733618111442,80.31343859817119,
1224,123,2024-05-18T15:18:23.030,0.35392250914764667,0.02301148635291894,361.19606926256046,4700
1258,126,2024-05-02T15:18:23.030,0.42831628854832426,0.256038495664215,422.55254540446145,210
1258,126,2024-05-02T15:18:23.030,0.42831628854832426,0.256038495664215,422.55254540446145,53
1277,128,2024-05-23T15:18:23.030,0.18088180443613688,0.9981274363786398,371.3468947526225,195
1360,136,2024-05-15T15:18:23.031,0.7365049013416941,0.6720494462176667,305.7819166300623,7100
1360,136,2024-05-15T15:18:23.031,0.7365049013416941,0.6720494462176667,305.7819166300623,4139
1840,184,2024-05-06T15:18:23.033,0.26583731065233807,0.3831991028032039,261.65678789147285,1717
1840,184,2024-05-06T15:18:23.033,0.26583731065233807,0.3831991028032039,261.65678789147285,132
2173,218,2024-05-18T15:18:23.034,0.8030100018033323,0.6698177147030779,997.4082883416756,1252
2812,282,2024-05-22T15:18:23.037,0.454929242128298,0.12256383579014041,205.49484406005104,1836
2812,282,2024-05-22T15:18:23.037,0.454929242128298,0.12256383579014041,205.49484406005104,2809
2812,282,2024-05-22T15:18:23.037,0.454929242128298,0.12256383579014041,205.49484406005104,450
2895,290,2024-05-01T15:18:23.037,0.6989925431370235,0.3264917573523154,422.85047207914795,7119
2906,291,2024-05-13T15:18:23.037,0.021515939402823592,0.9167043059096436,149.39323631761826,
2941,295,2024-05-01T15:18:23.038,0.3512678643912073,0.615910422547103,604.476551145372,8085
3009,301,2024-04-25T15:18:23.038,0.4409800591540809,0.6770723018965004,574.064335101316,211
3009,301,2024-04-25T15:18:23.038,0.4409800591540809,0.6770723018965004,574.064335101316,663
3009,301,2024-04-25T15:18:23.038,0.4409800591540809,0.6770723018965004,574.064335101316,1214
3015,302,2024-05-17T15:18:23.038,0.8555366650284129,0.3914536611915276,516.8590698784488,
3061,307,2024-05-11T15:18:23.038,0.20208271812993928,0.1325294020987473,647.6299100482724,
3106,311,2024-04-27T15:18:23.038,0.7303525759827609,0.5371340882646095,856.2070318918661,222
3199,320,2024-05-20T15:18:23.039,0.3764365149838861,0.010423807780629013,467.9575755301086,726
3199,320,2024-05-20T15:18:23.039,0.3764365149838861,0.010423807780629013,467.9575755301086,2169
3199,320,2024-05-20T15:18:23.039,0.3764365149838861,0.010423807780629013,467.9575755301086,313
3280,328,2024-05-22T15:18:23.039,0.8918594761411366,0.43206538758860913,119.32006714850942,1740
3280,328,2024-05-22T15:18:23.039,0.8918594761411366,0.43206538758860913,119.32006714850942,1562
3391,340,2024-05-11T15:18:23.039,0.5418574302923435,0.7513817163102842,731.5805072200881,
3800,380,2024-05-22T15:18:23.041,0.9045792280801462,0.5314512859272287,382.53961307967734,459
3800,380,2024-05-22T15:18:23.041,0.9045792280801462,0.5314512859272287,382.53961307967734,1491
3806,381,2024-05-18T15:18:23.041,0.5161010142356683,0.07898066205883514,375.09849816091184,
4126,413,2024-04-26T15:18:23.043,0.2283628843545149,0.40632987346371985,866.697011716844,1579
4371,438,2024-05-11T15:18:23.044,0.5015078638808566,0.5804278928618506,229.56621615069233,
5241,525,2024-04-24T15:18:23.047,0.6192476709294443,0.7173389423658609,243.08460424900537,1201
5418,542,2024-05-06T15:18:23.048,0.42030135085554576,0.4592897070023898,855.5166733346592,4521
5418,542,2024-05-06T15:18:23.048,0.42030135085554576,0.4592897070023898,855.5166733346592,455
5759,576,2024-05-13T15:18:23.050,0.27121027307053636,0.21081017577989636,915.7513803675888,4157
5934,594,2024-05-20T15:18:23.050,0.1051184155305479,0.8601896884942937,848.9546138214965,4366
5934,594,2024-05-20T15:18:23.050,0.1051184155305479,0.8601896884942937,848.9546138214965,3317
6401,641,2024-04-25T15:18:23.052,0.28343310698112323,0.4023357720120867,521.99270374497,66
6424,643,2024-05-02T15:18:23.053,0.9619646034819015,0.4010566767819488,631.5706257388555,1441
6834,684,2024-05-21T15:18:23.054,0.1266137802714794,0.3066788761682351,660.539650670826,502
6834,684,2024-05-21T15:18:23.054,0.1266137802714794,0.3066788761682351,660.539650670826,853
6892,690,2024-05-03T15:18:23.054,0.4374968738347841,0.1562422847411885,875.0376677928398,3949
7130,713,2024-05-21T15:18:23.056,0.1800784470542619,0.6818752687669342,590.1561797454638,
7358,736,2024-05-01T15:18:23.057,0.23853144980776264,0.34790458892569043,848.2815480488268,
7436,744,2024-04-24T15:18:23.057,0.9013402444128887,0.3558737261079964,576.0830644020144,
7544,755,2024-05-20T15:18:23.057,0.24156334953712766,0.3199241901776224,709.7718428840972,49
7546,755,2024-05-18T15:18:23.057,0.032331514163354114,0.19524907743199504,691.8702462889474,
8092,810,2024-05-19T15:18:23.060,0.6668876195987316,0.19579671830451117,234.60952773467005,
8101,811,2024-05-02T15:18:23.060,0.03343761316642668,0.8045437960587949,794.6048618668684,
8209,821,2024-05-05T15:18:23.060,0.04955841309836917,0.21159244838422875,220.71362653175,
8305,831,2024-05-01T15:18:23.061,0.15303754880515108,0.5409116457681992,440.3708118037856,119
9179,918,2024-04-26T15:18:23.064,0.2742184093381739,0.7996273124947086,230.57554674673256,1655
9444,945,2024-05-14T15:18:23.065,0.5721981829052277,0.10301764146218684,591.3042955772739,5137
9618,962,2024-05-17T15:18:23.066,0.28284472101178026,0.990117041647202,951.7041479614495,2027
9618,962,2024-05-17T15:18:23.066,0.28284472101178026,0.990117041647202,951.7041479614495,3171
9618,962,2024-05-17T15:18:23.066,0.28284472101178026,0.990117041647202,951.7041479614495,502
222,23,2024-05-22T15:18:23.026,0.25928229144282844,0.703122387329369,399.56868706937547,624
222,23,2024-05-22T15:18:23.026,0.25928229144282844,0.703122387329369,399.56868706937547,903
270,27,2024-05-05T15:18:23.026,0.4725320664528726,0.4744754261238716,222.0560470432237,
293,30,2024-05-06T15:18:23.026,0.22034940070490772,0.7187460222717433,688.8259304924065,3895
730,73,2024-05-19T15:18:23.028,0.8684645830057101,0.444603088317714,37.07449512280004,
938,94,2024-04-23T15:18:23.029,0.4864085705598844,0.6650065716038803,182.36974350595793,
1127,113,2024-04-23T15:18:23.030,0.7985695625234827,0.5476862403216244,184.2790914461706,
1145,115,2024-05-11T15:18:23.030,0.7980214498590004,0.06263167516844215,723.8436789353284,4399
1371,138,2024-04-23T15:18:23.031,0.7602027843777894,0.9123003619971495,290.4301906892667,
1409,141,2024-04-27T15:18:23.031,0.7631740523600357,0.5640080270826043,241.02491213716723,
1551,156,2024-05-04T15:18:23.032,0.38053635687557696,0.6466529795627204,412.39942415495693,
1642,165,2024-04-25T15:18:23.032,0.7471068689779339,0.44852317041176326,344.1279291625914,
2184,219,2024-05-02T15:18:23.034,0.911222383284279,0.8736191442580536,747.294428699205,1280
2517,252,2024-05-21T15:18:23.036,0.3844777437276201,0.2034788560250469,857.8143149906765,176
2517,252,2024-05-21T15:18:23.036,0.3844777437276201,0.2034788560250469,857.8143149906765,4260
2570,257,2024-05-19T15:18:23.036,0.8368360733401174,0.22666499522369798,198.79341701893713,8925
2581,259,2024-04-29T15:18:23.036,0.1322826873516596,0.7906763834565058,642.7734971550834,
2909,291,2024-04-23T15:18:23.037,0.4139243890683353,0.10016585864283889,903.4864608130983,86
2989,299,2024-05-11T15:18:23.038,0.1968666817118816,0.7338104426294435,390.5549554776847,
2994,300,2024-04-23T15:18:23.038,0.7500251847234625,0.2360789054944441,91.00216021962132,
3155,316,2024-04-27T15:18:23.039,0.7894971249418379,0.5163799169773274,86.45282615089883,2616
3327,333,2024-05-18T15:18:23.039,0.2460744410879685,0.36054428627952206,471.97307730726084,1262
3704,371,2024-05-02T15:18:23.041,0.4869757477670046,0.27408740905492956,21.42379252099862,
3741,375,2024-05-10T15:18:23.041,0.7294878396609531,0.015331564163430178,208.22873541131975,6983
3741,375,2024-05-10T15:18:23.041,0.7294878396609531,0.015331564163430178,208.22873541131975,2025
3741,375,2024-05-10T15:18:23.041,0.7294878396609531,0.015331564163430178,208.22873541131975,98
3845,385,2024-05-18T15:18:23.041,0.6367830397886826,0.7320035623111769,201.78832233863173,3508
3937,394,2024-05-22T15:18:23.042,0.11104894611209093,0.9085521335245215,159.78820497180251,5389
4551,456,2024-04-27T15:18:23.044,0.9504753726182397,0.24913246562235314,708.7630179509051,1040
5079,508,2024-05-14T15:18:23.047,0.17361956566554415,0.39158163910774557,294.0435199013328,6597
5079,508,2024-05-14T15:18:23.047,0.17361956566554415,0.39158163910774557,294.0435199013328,2176
5079,508,2024-05-14T15:18:23.047,0.17361956566554415,0.39158163910774557,294.0435199013328,182
5148,515,2024-05-17T15:18:23.047,0.40065816408654664,0.8602309733939566,895.6450381198662,554
5617,562,2024-05-14T15:18:23.049,0.8783588043922027,0.7101919050085843,332.4513369328724,
6156,616,2024-04-26T15:18:23.051,0.05233858180258477,0.7093972998426146,501.25001667121177,5096
